Filename,Particip_ID,Pgph,DefaultLang,CS_cond,Region,nsyll,duration,speechrate,List,Dom_lang,Eng_sprint,Span_sprint,Dom_Sprint,Nondom_Sprint,BLI_Score,Eng_AOA
b1_sdp1_longestoverlap_ISI_4_test,b1,p1,Span,mixed,4,6,1.68,3.57,2,Eng,60,41,60,41,0.683333333,6
b1_sdp1_longestoverlap_ISI_5_test,b1,p1,Span,mixed,5,9,2.6,3.46,2,Eng,60,41,60,41,0.683333333,6
b1_sdp1_longestoverlap_ISI_6_test,b1,p1,Span,mixed,6,4,1.78,2.25,2,Eng,60,41,60,41,0.683333333,6
b1_sdp1_longestoverlap_ISI_7_test,b1,p1,Span,mixed,7,2,0.72,2.78,2,Eng,60,41,60,41,0.683333333,6
b1_sdp1_longestoverlap_ISI_8_test,b1,p1,Span,mixed,8,7,2.7,2.59,2,Eng,60,41,60,41,0.683333333,6
b1_sdp1_longestoverlap_ISI_9_test,b1,p1,Span,mixed,9,7,1.72,4.07,2,Eng,60,41,60,41,0.683333333,6
b1_sdp1_longestoverlap_ISI_10_test,b1,p1,Span,mixed,10,3,1.28,2.34,2,Eng,60,41,60,41,0.683333333,6
b1_sop1_longestoverlap_ISI_0_test,b1,p1,Span,single,0,11,3.56,3.09,2,Eng,60,41,60,41,0.683333333,6
b1_sop1_longestoverlap_ISI_1_test,b1,p1,Span,single,1,9,2.1,4.29,2,Eng,60,41,60,41,0.683333333,6
b1_sop1_longestoverlap_ISI_2_test,b1,p1,Span,single,2,14,3.52,3.98,2,Eng,60,41,60,41,0.683333333,6
b1_sop1_longestoverlap_ISI_3_test,b1,p1,Span,single,3,6,1.74,3.45,2,Eng,60,41,60,41,0.683333333,6
b1_sop1_longestoverlap_ISI_4_test,b1,p1,Span,single,4,6,1.5,4,2,Eng,60,41,60,41,0.683333333,6
b1_sop1_longestoverlap_ISI_5_test,b1,p1,Span,single,5,9,2.52,3.57,2,Eng,60,41,60,41,0.683333333,6
b1_sop1_longestoverlap_ISI_6_test,b1,p1,Span,single,6,4,1.86,2.15,2,Eng,60,41,60,41,0.683333333,6
b1_sop1_longestoverlap_ISI_7_test,b1,p1,Span,single,7,2,0.72,2.78,2,Eng,60,41,60,41,0.683333333,6
b1_sop1_longestoverlap_ISI_8_test,b1,p1,Span,single,8,10,2.92,3.42,2,Eng,60,41,60,41,0.683333333,6
b1_sop1_longestoverlap_ISI_9_test,b1,p1,Span,single,9,5,1.56,3.2,2,Eng,60,41,60,41,0.683333333,6
b1_sop1_longestoverlap_ISI_10_test,b1,p1,Span,single,10,3,1.24,2.42,2,Eng,60,41,60,41,0.683333333,6
b1_sdp2_longestoverlap_ISI_0_test,b1,p2,Span,mixed,0,11,3.1,3.55,2,Eng,60,41,60,41,0.683333333,6
b1_sdp2_longestoverlap_ISI_1_test,b1,p2,Span,mixed,1,5,1.14,4.39,2,Eng,60,41,60,41,0.683333333,6
b1_sdp2_longestoverlap_ISI_2_test,b1,p2,Span,mixed,2,5,1.42,3.52,2,Eng,60,41,60,41,0.683333333,6
b1_sdp2_longestoverlap_ISI_3_test,b1,p2,Span,mixed,3,3,0.94,3.19,2,Eng,60,41,60,41,0.683333333,6
b1_sdp2_longestoverlap_ISI_4_test,b1,p2,Span,mixed,4,11,3,3.67,2,Eng,60,41,60,41,0.683333333,6
b1_sdp2_longestoverlap_ISI_5_test,b1,p2,Span,mixed,5,14,3.6,3.89,2,Eng,60,41,60,41,0.683333333,6
b1_sdp2_longestoverlap_ISI_6_test,b1,p2,Span,mixed,6,4,1.72,2.33,2,Eng,60,41,60,41,0.683333333,6
b1_sdp2_longestoverlap_ISI_7_test,b1,p2,Span,mixed,7,7,2.1,3.33,2,Eng,60,41,60,41,0.683333333,6
b1_sdp2_longestoverlap_ISI_8_test,b1,p2,Span,mixed,8,2,0.82,2.44,2,Eng,60,41,60,41,0.683333333,6
b1_sdp2_longestoverlap_ISI_9_test,b1,p2,Span,mixed,9,5,1.46,3.42,2,Eng,60,41,60,41,0.683333333,6
b1_sdp2_longestoverlap_ISI_10_test,b1,p2,Span,mixed,10,5,1.7,2.94,2,Eng,60,41,60,41,0.683333333,6
b1_sop2_longestoverlap_ISI_0_test,b1,p2,Span,single,0,12,3.08,3.9,2,Eng,60,41,60,41,0.683333333,6
b1_sop2_longestoverlap_ISI_1_test,b1,p2,Span,single,1,5,1.06,4.72,2,Eng,60,41,60,41,0.683333333,6
b1_sop2_longestoverlap_ISI_2_test,b1,p2,Span,single,2,8,2.32,3.45,2,Eng,60,41,60,41,0.683333333,6
b1_sop2_longestoverlap_ISI_3_test,b1,p2,Span,single,3,4,1.02,3.92,2,Eng,60,41,60,41,0.683333333,6
b1_sop2_longestoverlap_ISI_4_test,b1,p2,Span,single,4,9,2.9,3.1,2,Eng,60,41,60,41,0.683333333,6
b1_sop2_longestoverlap_ISI_5_test,b1,p2,Span,single,5,14,3.54,3.95,2,Eng,60,41,60,41,0.683333333,6
b1_sop2_longestoverlap_ISI_6_test,b1,p2,Span,single,6,6,1.7,3.53,2,Eng,60,41,60,41,0.683333333,6
b1_sop2_longestoverlap_ISI_7_test,b1,p2,Span,single,7,7,2.02,3.46,2,Eng,60,41,60,41,0.683333333,6
b1_sop2_longestoverlap_ISI_8_test,b1,p2,Span,single,8,2,0.82,2.44,2,Eng,60,41,60,41,0.683333333,6
b1_sop2_longestoverlap_ISI_9_test,b1,p2,Span,single,9,6,1.58,3.8,2,Eng,60,41,60,41,0.683333333,6
b1_sop2_longestoverlap_ISI_10_test,b1,p2,Span,single,10,7,1.62,4.32,2,Eng,60,41,60,41,0.683333333,6
b10r_sdp1_longestoverlap_ISI_0_test,b10r,p1,Span,mixed,0,13,3.52,3.69,11,Eng,64,51,64,51,0.796875,5
b10r_sdp1_longestoverlap_ISI_1_test,b10r,p1,Span,mixed,1,15,3.16,4.75,11,Eng,64,51,64,51,0.796875,5
b10r_sdp1_longestoverlap_ISI_2_test,b10r,p1,Span,mixed,2,21,4.04,5.2,11,Eng,64,51,64,51,0.796875,5
b10r_sdp1_longestoverlap_ISI_3_test,b10r,p1,Span,mixed,3,9,1.74,5.17,11,Eng,64,51,64,51,0.796875,5
b10r_sdp1_longestoverlap_ISI_4_test,b10r,p1,Span,mixed,4,7,1.54,4.54,11,Eng,64,51,64,51,0.796875,5
b10r_sdp1_longestoverlap_ISI_5_test,b10r,p1,Span,mixed,5,16,3.8,4.21,11,Eng,64,51,64,51,0.796875,5
b10r_sdp1_longestoverlap_ISI_6_test,b10r,p1,Span,mixed,6,7,1.86,3.76,11,Eng,64,51,64,51,0.796875,5
b10r_sdp1_longestoverlap_ISI_7_test,b10r,p1,Span,mixed,7,4,1.34,2.98,11,Eng,64,51,64,51,0.796875,5
b10r_sdp1_longestoverlap_ISI_8_test,b10r,p1,Span,mixed,8,13,2.6,5,11,Eng,64,51,64,51,0.796875,5
b10r_sdp1_longestoverlap_ISI_9_test,b10r,p1,Span,mixed,9,7,1.84,3.8,11,Eng,64,51,64,51,0.796875,5
b10r_sdp1_longestoverlap_ISI_10_test,b10r,p1,Span,mixed,10,7,2.2,3.18,11,Eng,64,51,64,51,0.796875,5
b10r_sop1_longestoverlap_ISI_0_test,b10r,p1,Span,single,0,11,3.3,3.33,11,Eng,64,51,64,51,0.796875,5
b10r_sop1_longestoverlap_ISI_1_test,b10r,p1,Span,single,1,15,2.88,5.21,11,Eng,64,51,64,51,0.796875,5
b10r_sop1_longestoverlap_ISI_2_test,b10r,p1,Span,single,2,19,3.84,4.95,11,Eng,64,51,64,51,0.796875,5
b10r_sop1_longestoverlap_ISI_3_test,b10r,p1,Span,single,3,8,1.68,4.76,11,Eng,64,51,64,51,0.796875,5
b10r_sop1_longestoverlap_ISI_4_test,b10r,p1,Span,single,4,7,1.54,4.54,11,Eng,64,51,64,51,0.796875,5
b10r_sop1_longestoverlap_ISI_5_test,b10r,p1,Span,single,5,11,2.88,3.82,11,Eng,64,51,64,51,0.796875,5
b10r_sop1_longestoverlap_ISI_6_test,b10r,p1,Span,single,6,6,1.8,3.33,11,Eng,64,51,64,51,0.796875,5
b10r_sop1_longestoverlap_ISI_7_test,b10r,p1,Span,single,7,5,1.4,3.57,11,Eng,64,51,64,51,0.796875,5
b10r_sop1_longestoverlap_ISI_8_test,b10r,p1,Span,single,8,13,2.68,4.85,11,Eng,64,51,64,51,0.796875,5
b10r_sop1_longestoverlap_ISI_9_test,b10r,p1,Span,single,9,8,2.38,3.36,11,Eng,64,51,64,51,0.796875,5
b10r_sop1_longestoverlap_ISI_10_test,b10r,p1,Span,single,10,6,1.96,3.06,11,Eng,64,51,64,51,0.796875,5
b10r_sdp2_longestoverlap_ISI_0_test,b10r,p2,Span,mixed,0,13,3.1,4.19,11,Eng,64,51,64,51,0.796875,5
b10r_sdp2_longestoverlap_ISI_1_test,b10r,p2,Span,mixed,1,16,3.98,4.02,11,Eng,64,51,64,51,0.796875,5
b10r_sdp2_longestoverlap_ISI_2_test,b10r,p2,Span,mixed,2,4,1.18,3.39,11,Eng,64,51,64,51,0.796875,5
b10r_sdp2_longestoverlap_ISI_3_test,b10r,p2,Span,mixed,3,3,0.96,3.12,11,Eng,64,51,64,51,0.796875,5
b10r_sdp2_longestoverlap_ISI_4_test,b10r,p2,Span,mixed,4,8,2.24,3.57,11,Eng,64,51,64,51,0.796875,5
b10r_sdp2_longestoverlap_ISI_5_test,b10r,p2,Span,mixed,5,20,3.88,5.15,11,Eng,64,51,64,51,0.796875,5
b10r_sdp2_longestoverlap_ISI_6_test,b10r,p2,Span,mixed,6,19,4.48,4.24,11,Eng,64,51,64,51,0.796875,5
b10r_sdp2_longestoverlap_ISI_7_test,b10r,p2,Span,mixed,7,12,2.92,4.11,11,Eng,64,51,64,51,0.796875,5
b10r_sdp2_longestoverlap_ISI_8_test,b10r,p2,Span,mixed,8,3,1.12,2.68,11,Eng,64,51,64,51,0.796875,5
b10r_sdp2_longestoverlap_ISI_9_test,b10r,p2,Span,mixed,9,12,2.84,4.22,11,Eng,64,51,64,51,0.796875,5
b10r_sdp2_longestoverlap_ISI_10_test,b10r,p2,Span,mixed,10,17,4.32,3.93,11,Eng,64,51,64,51,0.796875,5
b10r_sop2_longestoverlap_ISI_0_test,b10r,p2,Span,single,0,11,2.68,4.1,11,Eng,64,51,64,51,0.796875,5
b10r_sop2_longestoverlap_ISI_1_test,b10r,p2,Span,single,1,19,3.84,4.95,11,Eng,64,51,64,51,0.796875,5
b10r_sop2_longestoverlap_ISI_2_test,b10r,p2,Span,single,2,2,0.66,3.03,11,Eng,64,51,64,51,0.796875,5
b10r_sop2_longestoverlap_ISI_3_test,b10r,p2,Span,single,3,3,0.92,3.26,11,Eng,64,51,64,51,0.796875,5
b10r_sop2_longestoverlap_ISI_4_test,b10r,p2,Span,single,4,7,1.88,3.72,11,Eng,64,51,64,51,0.796875,5
b10r_sop2_longestoverlap_ISI_5_test,b10r,p2,Span,single,5,19,3.76,5.05,11,Eng,64,51,64,51,0.796875,5
b10r_sop2_longestoverlap_ISI_6_test,b10r,p2,Span,single,6,17,4,4.25,11,Eng,64,51,64,51,0.796875,5
b10r_sop2_longestoverlap_ISI_7_test,b10r,p2,Span,single,7,11,2.84,3.87,11,Eng,64,51,64,51,0.796875,5
b10r_sop2_longestoverlap_ISI_8_test,b10r,p2,Span,single,8,2,0.94,2.13,11,Eng,64,51,64,51,0.796875,5
b10r_sop2_longestoverlap_ISI_9_test,b10r,p2,Span,single,9,11,2.56,4.3,11,Eng,64,51,64,51,0.796875,5
b10r_sop2_longestoverlap_ISI_10_test,b10r,p2,Span,single,10,18,4.38,4.11,11,Eng,64,51,64,51,0.796875,5
b11rr_sdp1_longestoverlap_ISI_0_test,b11rr,p1,Span,mixed,0,9,2.46,3.66,12,Eng,64,44,64,44,0.6875,6
b11rr_sdp1_longestoverlap_ISI_1_test,b11rr,p1,Span,mixed,1,9,2.38,3.78,12,Eng,64,44,64,44,0.6875,6
b11rr_sdp1_longestoverlap_ISI_2_test,b11rr,p1,Span,mixed,2,4,1.32,3.03,12,Eng,64,44,64,44,0.6875,6
b11rr_sdp1_longestoverlap_ISI_3_test,b11rr,p1,Span,mixed,3,8,2.48,3.23,12,Eng,64,44,64,44,0.6875,6
b11rr_sdp1_longestoverlap_ISI_4_test,b11rr,p1,Span,mixed,4,9,1.96,4.59,12,Eng,64,44,64,44,0.6875,6
b11rr_sdp1_longestoverlap_ISI_5_test,b11rr,p1,Span,mixed,5,8,2.1,3.81,12,Eng,64,44,64,44,0.6875,6
b11rr_sdp1_longestoverlap_ISI_6_test,b11rr,p1,Span,mixed,6,5,2.04,2.45,12,Eng,64,44,64,44,0.6875,6
b11rr_sdp1_longestoverlap_ISI_8_test,b11rr,p1,Span,mixed,8,8,2.12,3.77,12,Eng,64,44,64,44,0.6875,6
b11rr_sdp1_longestoverlap_ISI_9_test,b11rr,p1,Span,mixed,9,3,1.28,2.34,12,Eng,64,44,64,44,0.6875,6
b11rr_sdp1_longestoverlap_ISI_10_test,b11rr,p1,Span,mixed,10,7,3.34,2.1,12,Eng,64,44,64,44,0.6875,6
b11rr_sop1_longestoverlap_ISI_0_test,b11rr,p1,Span,single,0,7,2.08,3.36,12,Eng,64,44,64,44,0.6875,6
b11rr_sop1_longestoverlap_ISI_1_test,b11rr,p1,Span,single,1,9,2.04,4.41,12,Eng,64,44,64,44,0.6875,6
b11rr_sop1_longestoverlap_ISI_2_test,b11rr,p1,Span,single,2,4,1.2,3.33,12,Eng,64,44,64,44,0.6875,6
b11rr_sop1_longestoverlap_ISI_3_test,b11rr,p1,Span,single,3,10,2.34,4.27,12,Eng,64,44,64,44,0.6875,6
b11rr_sop1_longestoverlap_ISI_4_test,b11rr,p1,Span,single,4,8,1.56,5.13,12,Eng,64,44,64,44,0.6875,6
b11rr_sop1_longestoverlap_ISI_5_test,b11rr,p1,Span,single,5,8,1.88,4.25,12,Eng,64,44,64,44,0.6875,6
b11rr_sop1_longestoverlap_ISI_6_test,b11rr,p1,Span,single,6,6,2.12,2.83,12,Eng,64,44,64,44,0.6875,6
b11rr_sop1_longestoverlap_ISI_8_test,b11rr,p1,Span,single,8,8,1.98,4.04,12,Eng,64,44,64,44,0.6875,6
b11rr_sop1_longestoverlap_ISI_9_test,b11rr,p1,Span,single,9,5,1.1,4.54,12,Eng,64,44,64,44,0.6875,6
b11rr_sop1_longestoverlap_ISI_10_test,b11rr,p1,Span,single,10,11,2.76,3.98,12,Eng,64,44,64,44,0.6875,6
b11rr_sdp2_longestoverlap_ISI_0_test,b11rr,p2,Span,mixed,0,14,3.66,3.82,12,Eng,64,44,64,44,0.6875,6
b11rr_sdp2_longestoverlap_ISI_1_test,b11rr,p2,Span,mixed,1,5,2.32,2.15,12,Eng,64,44,64,44,0.6875,6
b11rr_sdp2_longestoverlap_ISI_2_test,b11rr,p2,Span,mixed,2,6,1.4,4.29,12,Eng,64,44,64,44,0.6875,6
b11rr_sdp2_longestoverlap_ISI_3_test,b11rr,p2,Span,mixed,3,4,1.08,3.7,12,Eng,64,44,64,44,0.6875,6
b11rr_sdp2_longestoverlap_ISI_5_test,b11rr,p2,Span,mixed,5,11,2.68,4.1,12,Eng,64,44,64,44,0.6875,6
b11rr_sdp2_longestoverlap_ISI_6_test,b11rr,p2,Span,mixed,6,3,0.94,3.19,12,Eng,64,44,64,44,0.6875,6
b11rr_sdp2_longestoverlap_ISI_7_test,b11rr,p2,Span,mixed,7,9,2.92,3.08,12,Eng,64,44,64,44,0.6875,6
b11rr_sdp2_longestoverlap_ISI_9_test,b11rr,p2,Span,mixed,9,3,1.02,2.94,12,Eng,64,44,64,44,0.6875,6
b11rr_sdp2_longestoverlap_ISI_10_test,b11rr,p2,Span,mixed,10,5,1.28,3.91,12,Eng,64,44,64,44,0.6875,6
b11rr_sop2_longestoverlap_ISI_0_test,b11rr,p2,Span,single,0,16,3.7,4.32,12,Eng,64,44,64,44,0.6875,6
b11rr_sop2_longestoverlap_ISI_1_test,b11rr,p2,Span,single,1,5,1.94,2.58,12,Eng,64,44,64,44,0.6875,6
b11rr_sop2_longestoverlap_ISI_2_test,b11rr,p2,Span,single,2,5,1.12,4.46,12,Eng,64,44,64,44,0.6875,6
b11rr_sop2_longestoverlap_ISI_3_test,b11rr,p2,Span,single,3,4,0.98,4.08,12,Eng,64,44,64,44,0.6875,6
b11rr_sop2_longestoverlap_ISI_5_test,b11rr,p2,Span,single,5,9,2.54,3.54,12,Eng,64,44,64,44,0.6875,6
b11rr_sop2_longestoverlap_ISI_6_test,b11rr,p2,Span,single,6,2,0.7,2.86,12,Eng,64,44,64,44,0.6875,6
b11rr_sop2_longestoverlap_ISI_7_test,b11rr,p2,Span,single,7,9,2.86,3.15,12,Eng,64,44,64,44,0.6875,6
b11rr_sop2_longestoverlap_ISI_9_test,b11rr,p2,Span,single,9,4,1.12,3.57,12,Eng,64,44,64,44,0.6875,6
b11rr_sop2_longestoverlap_ISI_10_test,b11rr,p2,Span,single,10,3,1.24,2.42,12,Eng,64,44,64,44,0.6875,6
b12_sdp1_longestoverlap_ISI_0_test,b12,p1,Span,mixed,0,7,1.76,3.98,13,Eng,77,48,77,48,0.623376623,3
b12_sdp1_longestoverlap_ISI_1_test,b12,p1,Span,mixed,1,6,2.08,2.88,13,Eng,77,48,77,48,0.623376623,3
b12_sdp1_longestoverlap_ISI_2_test,b12,p1,Span,mixed,2,2,0.94,2.13,13,Eng,77,48,77,48,0.623376623,3
b12_sdp1_longestoverlap_ISI_3_test,b12,p1,Span,mixed,3,9,2.02,4.46,13,Eng,77,48,77,48,0.623376623,3
b12_sdp1_longestoverlap_ISI_4_test,b12,p1,Span,mixed,4,6,1.5,4,13,Eng,77,48,77,48,0.623376623,3
b12_sdp1_longestoverlap_ISI_5_test,b12,p1,Span,mixed,5,6,1.92,3.12,13,Eng,77,48,77,48,0.623376623,3
b12_sdp1_longestoverlap_ISI_6_test,b12,p1,Span,mixed,6,4,1.12,3.57,13,Eng,77,48,77,48,0.623376623,3
b12_sdp1_longestoverlap_ISI_7_test,b12,p1,Span,mixed,7,6,1.68,3.57,13,Eng,77,48,77,48,0.623376623,3
b12_sdp1_longestoverlap_ISI_8_test,b12,p1,Span,mixed,8,12,2.84,4.22,13,Eng,77,48,77,48,0.623376623,3
b12_sdp1_longestoverlap_ISI_9_test,b12,p1,Span,mixed,9,13,3.22,4.04,13,Eng,77,48,77,48,0.623376623,3
b12_sdp1_longestoverlap_ISI_10_test,b12,p1,Span,mixed,10,4,1.66,2.41,13,Eng,77,48,77,48,0.623376623,3
b12_sop1_longestoverlap_ISI_0_test,b12,p1,Span,single,0,6,1.46,4.11,13,Eng,77,48,77,48,0.623376623,3
b12_sop1_longestoverlap_ISI_1_test,b12,p1,Span,single,1,6,2.3,2.61,13,Eng,77,48,77,48,0.623376623,3
b12_sop1_longestoverlap_ISI_2_test,b12,p1,Span,single,2,4,0.98,4.08,13,Eng,77,48,77,48,0.623376623,3
b12_sop1_longestoverlap_ISI_3_test,b12,p1,Span,single,3,9,2.1,4.28,13,Eng,77,48,77,48,0.623376623,3
b12_sop1_longestoverlap_ISI_4_test,b12,p1,Span,single,4,7,1.36,5.15,13,Eng,77,48,77,48,0.623376623,3
b12_sop1_longestoverlap_ISI_5_test,b12,p1,Span,single,5,8,1.94,4.12,13,Eng,77,48,77,48,0.623376623,3
b12_sop1_longestoverlap_ISI_6_test,b12,p1,Span,single,6,5,1.04,4.81,13,Eng,77,48,77,48,0.623376623,3
b12_sop1_longestoverlap_ISI_7_test,b12,p1,Span,single,7,7,1.68,4.17,13,Eng,77,48,77,48,0.623376623,3
b12_sop1_longestoverlap_ISI_8_test,b12,p1,Span,single,8,10,2.42,4.13,13,Eng,77,48,77,48,0.623376623,3
b12_sop1_longestoverlap_ISI_9_test,b12,p1,Span,single,9,11,2.84,3.87,13,Eng,77,48,77,48,0.623376623,3
b12_sop1_longestoverlap_ISI_10_test,b12,p1,Span,single,10,5,1.34,3.73,13,Eng,77,48,77,48,0.623376623,3
b12_sdp2_longestoverlap_ISI_0_test,b12,p2,Span,mixed,0,11,2.76,3.99,13,Eng,77,48,77,48,0.623376623,3
b12_sdp2_longestoverlap_ISI_1_test,b12,p2,Span,mixed,1,5,1.12,4.46,13,Eng,77,48,77,48,0.623376623,3
b12_sdp2_longestoverlap_ISI_2_test,b12,p2,Span,mixed,2,3,0.66,4.55,13,Eng,77,48,77,48,0.623376623,3
b12_sdp2_longestoverlap_ISI_3_test,b12,p2,Span,mixed,3,4,0.9,4.44,13,Eng,77,48,77,48,0.623376623,3
b12_sdp2_longestoverlap_ISI_4_test,b12,p2,Span,mixed,4,5,1.9,2.63,13,Eng,77,48,77,48,0.623376623,3
b12_sdp2_longestoverlap_ISI_5_test,b12,p2,Span,mixed,5,8,1.92,4.17,13,Eng,77,48,77,48,0.623376623,3
b12_sdp2_longestoverlap_ISI_6_test,b12,p2,Span,mixed,6,12,3.38,3.55,13,Eng,77,48,77,48,0.623376623,3
b12_sdp2_longestoverlap_ISI_7_test,b12,p2,Span,mixed,7,7,2.08,3.37,13,Eng,77,48,77,48,0.623376623,3
b12_sdp2_longestoverlap_ISI_8_test,b12,p2,Span,mixed,8,2,0.82,2.44,13,Eng,77,48,77,48,0.623376623,3
b12_sdp2_longestoverlap_ISI_9_test,b12,p2,Span,mixed,9,13,3.62,3.59,13,Eng,77,48,77,48,0.623376623,3
b12_sdp2_longestoverlap_ISI_10_test,b12,p2,Span,mixed,10,7,1.46,4.79,13,Eng,77,48,77,48,0.623376623,3
b12_sop2_longestoverlap_ISI_0_test,b12,p2,Span,single,0,11,2.36,4.66,13,Eng,77,48,77,48,0.623376623,3
b12_sop2_longestoverlap_ISI_1_test,b12,p2,Span,single,1,5,1.32,3.79,13,Eng,77,48,77,48,0.623376623,3
b12_sop2_longestoverlap_ISI_2_test,b12,p2,Span,single,2,2,0.58,3.45,13,Eng,77,48,77,48,0.623376623,3
b12_sop2_longestoverlap_ISI_3_test,b12,p2,Span,single,3,5,0.9,5.56,13,Eng,77,48,77,48,0.623376623,3
b12_sop2_longestoverlap_ISI_4_test,b12,p2,Span,single,4,5,1.48,3.38,13,Eng,77,48,77,48,0.623376623,3
b12_sop2_longestoverlap_ISI_5_test,b12,p2,Span,single,5,11,2.68,4.1,13,Eng,77,48,77,48,0.623376623,3
b12_sop2_longestoverlap_ISI_6_test,b12,p2,Span,single,6,13,3.04,4.28,13,Eng,77,48,77,48,0.623376623,3
b12_sop2_longestoverlap_ISI_7_test,b12,p2,Span,single,7,6,2.12,2.83,13,Eng,77,48,77,48,0.623376623,3
b12_sop2_longestoverlap_ISI_8_test,b12,p2,Span,single,8,3,0.72,4.17,13,Eng,77,48,77,48,0.623376623,3
b12_sop2_longestoverlap_ISI_9_test,b12,p2,Span,single,9,12,2.84,4.22,13,Eng,77,48,77,48,0.623376623,3
b12_sop2_longestoverlap_ISI_10_test,b12,p2,Span,single,10,6,1.76,3.41,13,Eng,77,48,77,48,0.623376623,3
b13_sdp1_longestoverlap_ISI_0_test,b13,p1,Span,mixed,0,12,3.4,3.53,14,Eng,67,51,67,51,0.76119403,0
b13_sdp1_longestoverlap_ISI_1_test,b13,p1,Span,mixed,1,4,1.44,2.78,14,Eng,67,51,67,51,0.76119403,0
b13_sdp1_longestoverlap_ISI_2_test,b13,p1,Span,mixed,2,11,3.06,3.59,14,Eng,67,51,67,51,0.76119403,0
b13_sdp1_longestoverlap_ISI_3_test,b13,p1,Span,mixed,3,7,1.74,4.02,14,Eng,67,51,67,51,0.76119403,0
b13_sdp1_longestoverlap_ISI_4_test,b13,p1,Span,mixed,4,7,1.74,4.02,14,Eng,67,51,67,51,0.76119403,0
b13_sdp1_longestoverlap_ISI_5_test,b13,p1,Span,mixed,5,5,1.32,3.79,14,Eng,67,51,67,51,0.76119403,0
b13_sdp1_longestoverlap_ISI_6_test,b13,p1,Span,mixed,6,4,1.54,2.6,14,Eng,67,51,67,51,0.76119403,0
b13_sdp1_longestoverlap_ISI_7_test,b13,p1,Span,mixed,7,6,1.64,3.66,14,Eng,67,51,67,51,0.76119403,0
b13_sdp1_longestoverlap_ISI_8_test,b13,p1,Span,mixed,8,7,1.58,4.43,14,Eng,67,51,67,51,0.76119403,0
b13_sdp1_longestoverlap_ISI_9_test,b13,p1,Span,mixed,9,5,2.12,2.36,14,Eng,67,51,67,51,0.76119403,0
b13_sdp1_longestoverlap_ISI_10_test,b13,p1,Span,mixed,10,4,2.46,1.63,14,Eng,67,51,67,51,0.76119403,0
b13_sop1_longestoverlap_ISI_0_test,b13,p1,Span,single,0,15,4.02,3.73,14,Eng,67,51,67,51,0.76119403,0
b13_sop1_longestoverlap_ISI_1_test,b13,p1,Span,single,1,2,1.24,1.61,14,Eng,67,51,67,51,0.76119403,0
b13_sop1_longestoverlap_ISI_2_test,b13,p1,Span,single,2,12,3.66,3.28,14,Eng,67,51,67,51,0.76119403,0
b13_sop1_longestoverlap_ISI_3_test,b13,p1,Span,single,3,5,1.54,3.25,14,Eng,67,51,67,51,0.76119403,0
b13_sop1_longestoverlap_ISI_4_test,b13,p1,Span,single,4,7,1.66,4.22,14,Eng,67,51,67,51,0.76119403,0
b13_sop1_longestoverlap_ISI_5_test,b13,p1,Span,single,5,13,5.08,2.56,14,Eng,67,51,67,51,0.76119403,0
b13_sop1_longestoverlap_ISI_6_test,b13,p1,Span,single,6,5,1.58,3.16,14,Eng,67,51,67,51,0.76119403,0
b13_sop1_longestoverlap_ISI_7_test,b13,p1,Span,single,7,6,1.76,3.41,14,Eng,67,51,67,51,0.76119403,0
b13_sop1_longestoverlap_ISI_8_test,b13,p1,Span,single,8,6,1.96,3.06,14,Eng,67,51,67,51,0.76119403,0
b13_sop1_longestoverlap_ISI_9_test,b13,p1,Span,single,9,8,2.1,3.81,14,Eng,67,51,67,51,0.76119403,0
b13_sop1_longestoverlap_ISI_10_test,b13,p1,Span,single,10,5,2.1,2.38,14,Eng,67,51,67,51,0.76119403,0
b13_sdp2_longestoverlap_ISI_0_test,b13,p2,Span,mixed,0,6,1.68,3.57,14,Eng,67,51,67,51,0.76119403,0
b13_sdp2_longestoverlap_ISI_1_test,b13,p2,Span,mixed,1,5,1.76,2.84,14,Eng,67,51,67,51,0.76119403,0
b13_sdp2_longestoverlap_ISI_2_test,b13,p2,Span,mixed,2,2,0.6,3.33,14,Eng,67,51,67,51,0.76119403,0
b13_sdp2_longestoverlap_ISI_3_test,b13,p2,Span,mixed,3,4,1.26,3.17,14,Eng,67,51,67,51,0.76119403,0
b13_sdp2_longestoverlap_ISI_4_test,b13,p2,Span,mixed,4,11,2.18,5.04,14,Eng,67,51,67,51,0.76119403,0
b13_sdp2_longestoverlap_ISI_5_test,b13,p2,Span,mixed,5,9,2.58,3.49,14,Eng,67,51,67,51,0.76119403,0
b13_sdp2_longestoverlap_ISI_6_test,b13,p2,Span,mixed,6,7,1.96,3.57,14,Eng,67,51,67,51,0.76119403,0
b13_sdp2_longestoverlap_ISI_7_test,b13,p2,Span,mixed,7,11,2.58,4.26,14,Eng,67,51,67,51,0.76119403,0
b13_sdp2_longestoverlap_ISI_8_test,b13,p2,Span,mixed,8,3,1.3,2.31,14,Eng,67,51,67,51,0.76119403,0
b13_sdp2_longestoverlap_ISI_9_test,b13,p2,Span,mixed,9,8,2,4,14,Eng,67,51,67,51,0.76119403,0
b13_sdp2_longestoverlap_ISI_10_test,b13,p2,Span,mixed,10,4,0.94,4.25,14,Eng,67,51,67,51,0.76119403,0
b13_sop2_longestoverlap_ISI_0_test,b13,p2,Span,single,0,5,2.56,1.95,14,Eng,67,51,67,51,0.76119403,0
